listing_id,marketplace,seller_id,category,price_usd,quantity,reviews_count,rating,posted_date,is_active,risk_score
LIST_000218,Market_B,SELLER_1054,other,182.55287888593955,73,406,1.578893486210315,2024-06-30,1,0.43416369479277483
LIST_000219,Market_E,SELLER_6866,stolen_data,314.8932638589148,45,90,3.8237761113863518,2024-05-06,1,0.7002618507491564
LIST_000220,Market_A,SELLER_9901,stolen_data,857.4346754277115,77,344,3.733577871021229,2024-09-09,1,0.8635645323432427
LIST_000221,Market_E,SELLER_8474,forged_documents,367.71113086123637,90,70,1.7270089265419453,2024-02-09,1,0.6096328928212278
LIST_000222,Market_B,SELLER_8448,weapons,362.72133820704124,53,297,2.44323815224637,2024-02-18,1,0.17326202594111884
LIST_000223,Market_D,SELLER_2814,hacking_tools,162.99159276556392,84,34,3.3225946676879854,2024-05-27,1,0.8857941652325871
LIST_000224,Market_A,SELLER_8147,stolen_data,787.1936247736644,2,385,1.7162460894100795,2024-07-08,1,0.5748131626739571
LIST_000225,Market_E,SELLER_5236,hacking_tools,673.1804587941187,4,219,3.145047055005885,2024-10-27,0,0.10801818175071132
LIST_000226,Market_D,SELLER_8112,stolen_data,133.3652257303357,71,198,1.2553686536588649,2024-08-01,0,0.4638467773898346
LIST_000227,Market_E,SELLER_5253,drugs,192.83456373478555,19,105,1.4601041374412949,2024-11-25,1,0.6989433935262958
LIST_000228,Market_C,SELLER_1104,forged_documents,777.068288845996,99,487,1.5533632168722193,2024-03-20,0,0.4510157463163793
LIST_000229,Market_D,SELLER_5384,weapons,221.36375542535575,11,331,4.680273852077569,2024-08-05,0,0.8707901072645543
LIST_000230,Market_C,SELLER_8861,stolen_data,258.3879926302035,83,51,4.1683607105382485,2024-08-27,1,0.4236943145607719
LIST_000231,Market_A,SELLER_2208,forged_documents,226.60257553778672,32,16,2.82582987794584,2024-09-21,1,0.5834526895331611
LIST_000232,Market_A,SELLER_3995,hacking_tools,88.14938105501294,14,341,2.8193610470576957,2024-12-26,1,0.211170436001903
LIST_000233,Market_A,SELLER_8642,weapons,208.43737694710202,49,8,0.28073261027571184,2024-06-19,1,0.5126863500451115
LIST_000234,Market_A,SELLER_5320,weapons,812.1115967592759,69,179,3.2475403163525574,2024-05-14,0,0.222857309932729
LIST_000235,Market_C,SELLER_2906,forged_documents,337.7276586770254,25,2,1.6405992866412427,2024-11-07,1,0.22518714794945904
LIST_000236,Market_C,SELLER_2710,forged_documents,306.44530936293035,14,277,3.0614968106503984,2024-03-05,0,0.27990254224324196
LIST_000237,Market_B,SELLER_5179,forged_documents,85.00947830434824,39,181,4.201168738856182,2024-01-14,1,0.044199267447675106
LIST_000238,Market_B,SELLER_3139,drugs,97.74585500759287,12,291,0.2274915292999241,2024-06-10,1,0.1633096417397678
LIST_000239,Market_C,SELLER_1007,drugs,21.94990700788635,49,166,3.0353175170546547,2024-03-31,1,0.4243606253330613
LIST_000240,Market_A,SELLER_4645,weapons,7.026912760721879,84,250,2.8210030728338147,2024-05-24,0,0.13106049870733594
LIST_000241,Market_B,SELLER_8221,forged_documents,334.7290362148052,18,273,1.0338327761471677,2024-12-25,0,0.13338475051708076
LIST_000242,Market_D,SELLER_8330,other,263.1662474554194,1,80,3.232164744823395,2024-05-07,1,0.9679318283806767
LIST_000243,Market_C,SELLER_9670,other,161.05227424530963,4,26,2.774176169726455,2024-09-15,1,0.42709736319720626
LIST_000244,Market_D,SELLER_6390,drugs,2304.9175424355367,12,117,3.8366006201115903,2024-04-01,1,0.4037326996223689
LIST_000245,Market_A,SELLER_3014,weapons,253.7457570912481,26,226,0.5530928407467472,2024-04-20,0,0.26773565483998285
LIST_000246,Market_C,SELLER_8428,stolen_data,777.5859060456693,32,351,2.2180367685201032,2024-03-29,1,0.5124471591074683
LIST_000247,Market_B,SELLER_8125,other,118.20659829116593,79,194,4.989664668840864,2024-07-27,0,0.5960649016580531
LIST_000248,Market_B,SELLER_2627,forged_documents,141.87238929389736,52,140,3.446404241022352,2024-03-23,1,0.41818552195949277
LIST_000249,Market_D,SELLER_5724,drugs,420.1180219546377,99,272,3.4214911131824426,2024-09-19,0,0.39380851645508486
LIST_000250,Market_C,SELLER_8525,weapons,2.018202517742247,90,316,1.5893555017617151,2024-09-05,1,0.7004266836440549
LIST_000251,Market_A,SELLER_2242,forged_documents,8.789536187401508,15,401,0.46944052110591494,2024-06-02,1,0.9497767008861185
LIST_000252,Market_E,SELLER_6584,weapons,76.70306587321662,8,242,4.747471876180104,2024-01-10,1,0.8778220709825862
LIST_000253,Market_E,SELLER_8588,stolen_data,126.23536035603885,92,16,0.527357014842969,2024-01-09,1,0.11862026690538907
LIST_000254,Market_A,SELLER_6476,other,375.2287608757755,30,183,4.9635315530216575,2024-07-13,0,0.6523086703672395
LIST_000255,Market_B,SELLER_8218,weapons,579.5466157666311,54,47,0.6289048621096782,2024-11-02,1,0.007047612501010492
LIST_000256,Market_E,SELLER_9128,weapons,186.89504805797714,67,15,0.8545367426296391,2024-08-06,1,0.6330917773508312
LIST_000257,Market_A,SELLER_6789,stolen_data,136.60756983099495,70,469,1.5418347752501604,2024-06-08,1,0.46435358892493284
LIST_000258,Market_D,SELLER_4184,hacking_tools,865.269663424563,95,408,2.561875967447691,2024-11-17,1,0.49111305234383307
LIST_000259,Market_B,SELLER_9618,forged_documents,88.83239898120036,90,192,3.9520082605538294,2024-03-12,1,0.5880256078521117
LIST_000260,Market_A,SELLER_3545,stolen_data,567.1091970871789,8,282,4.855041509674194,2024-05-11,1,0.7426553812889195
LIST_000261,Market_D,SELLER_2315,other,1339.2251883161232,63,13,1.7941244047871625,2024-07-25,1,0.7294578026479444
LIST_000262,Market_C,SELLER_7489,stolen_data,132.12010313104437,93,347,0.10206546612579637,2024-04-16,1,0.04447903154668076
LIST_000263,Market_E,SELLER_9702,other,45.490732147066964,17,366,3.0833976149790168,2024-12-30,1,0.7364943863014933
LIST_000264,Market_E,SELLER_9632,forged_documents,1950.0198962890142,16,227,3.5539493062438483,2024-06-14,1,0.8298159806691539
LIST_000265,Market_E,SELLER_6865,other,157.8856508590147,45,115,1.9872210776783328,2024-01-19,1,0.06817262443560246
LIST_000266,Market_A,SELLER_7122,weapons,161.24940695157304,68,372,0.9173802448821167,2024-03-05,1,0.3229466006776863
LIST_000267,Market_C,SELLER_3769,drugs,330.6036574931796,10,490,1.5300779736901866,2024-07-13,1,0.7920640768320306
LIST_000268,Market_A,SELLER_7371,forged_documents,131.369645770672,80,305,3.278998546599565,2024-07-19,1,0.49310681570170234
LIST_000269,Market_A,SELLER_4044,stolen_data,2471.887227237282,19,223,2.4709143488398415,2024-12-25,1,0.694891068809956
LIST_000270,Market_C,SELLER_6209,weapons,21.95812060762267,39,28,3.71712014326127,2024-08-06,0,0.5023158075981345
LIST_000271,Market_D,SELLER_9587,other,300.2594596087647,50,464,1.0908512226165712,2024-08-31,0,0.9782224498081661
LIST_000272,Market_B,SELLER_1827,hacking_tools,397.4202532514298,77,27,4.209928091518581,2024-03-19,0,0.9361930728663616
LIST_000273,Market_E,SELLER_8828,weapons,314.5708300465451,60,488,0.7794245909836217,2024-02-09,1,0.28114524190619905
LIST_000274,Market_C,SELLER_8503,drugs,367.5296479218174,68,404,1.6495771445622203,2024-08-07,1,0.38588482174349403
LIST_000275,Market_D,SELLER_8331,weapons,2194.1891506162724,32,407,2.956038149276106,2024-11-11,1,0.4313459978353186
LIST_000276,Market_C,SELLER_4004,drugs,1047.3855562033941,82,45,3.6843159582623475,2024-08-02,1,0.10420433294358489
LIST_000277,Market_B,SELLER_5660,hacking_tools,184.40534202222497,80,59,1.3309073560201128,2024-06-10,0,0.4040749468794461
LIST_000278,Market_C,SELLER_1791,hacking_tools,400.8977132098434,89,354,4.7405986774092055,2024-07-30,1,0.7748478211866275
LIST_000279,Market_C,SELLER_1502,weapons,0.1555304516138333,64,147,3.530556415984625,2024-06-20,1,0.8468962814491163
LIST_000280,Market_D,SELLER_5429,forged_documents,263.45125131293804,80,51,1.0883751587945611,2024-02-21,0,0.8861327504382611
LIST_000281,Market_E,SELLER_5586,forged_documents,89.48811304601153,86,149,3.6288276781428515,2024-09-27,1,0.014559000171474823
LIST_000282,Market_E,SELLER_6726,forged_documents,621.2885444330001,24,323,3.4816684735894565,2024-07-13,0,0.7888060387483584
LIST_000283,Market_D,SELLER_3048,other,124.92961513354852,28,143,3.763420359057795,2024-05-25,0,0.5026276844852345
LIST_000284,Market_D,SELLER_6479,other,690.9433356593287,23,148,4.57940362363218,2024-07-23,1,0.20615914482863906
LIST_000285,Market_A,SELLER_3674,hacking_tools,187.82683441049352,63,171,3.5585859268959963,2024-03-29,1,0.49874502251143604
LIST_000286,Market_A,SELLER_8720,drugs,1300.6884675908775,56,317,1.7595514644205357,2024-06-05,1,0.8442604666817923
LIST_000287,Market_B,SELLER_4502,other,294.7690403991779,85,148,3.9525873887335234,2024-08-15,0,0.43424936776062606
LIST_000288,Market_A,SELLER_4610,other,914.7858727296261,73,103,3.4793087890114633,2024-03-23,0,0.9904610805990239
LIST_000289,Market_A,SELLER_3170,stolen_data,494.65388451716507,66,488,2.8712959292928892,2024-09-30,0,0.616683184668505
LIST_000290,Market_C,SELLER_2242,weapons,1894.863194625529,38,138,1.7691644666511293,2024-07-09,0,0.48976366914574176
LIST_000291,Market_C,SELLER_2439,other,678.8004922801065,28,119,4.605245882041397,2024-11-10,1,0.2948893278673509
LIST_000292,Market_D,SELLER_9106,other,650.4315401500245,26,443,2.563773713762224,2024-11-05,1,0.011051062639031106
LIST_000293,Market_E,SELLER_4276,drugs,153.85122979349336,60,36,3.140516885186175,2024-06-29,1,0.6105483566893044
LIST_000294,Market_B,SELLER_4873,stolen_data,351.45711258779676,60,171,2.0768154401363725,2024-03-12,1,0.5774955463563677
LIST_000295,Market_A,SELLER_9581,hacking_tools,171.32522333874394,91,123,3.9040765440739307,2024-09-25,1,0.5168143552325256
LIST_000296,Market_C,SELLER_7447,stolen_data,9.740992233179195,55,277,1.7051975319355284,2024-06-01,1,0.5377044539786631
LIST_000297,Market_E,SELLER_9174,hacking_tools,619.9473920725869,25,211,4.053171957544755,2024-08-05,1,0.8435223711439643
LIST_000298,Market_A,SELLER_2702,hacking_tools,134.48675354443418,21,193,0.5397071433579037,2024-02-09,1,0.3168699246402308
LIST_000299,Market_E,SELLER_2535,other,253.18779521957325,25,426,3.544809470622943,2024-08-18,1,0.5502539440002071
LIST_000300,Market_C,SELLER_8942,other,167.48383554560408,58,458,2.3844107461553676,2024-05-16,1,0.6799476258585463
LIST_000301,Market_D,SELLER_6067,other,111.34423772825001,38,20,3.4937678146095403,2024-05-01,1,0.20981892692856097
LIST_000302,Market_A,SELLER_5321,drugs,34.738989772002476,46,416,2.65697821523334,2024-12-23,1,0.9248194150470239
LIST_000303,Market_A,SELLER_3560,forged_documents,206.1617179609402,75,240,0.6715316385180098,2024-06-06,1,0.7371225247739107
LIST_000304,Market_B,SELLER_8153,forged_documents,42.64003293493731,92,144,2.3849577127521266,2024-09-04,1,0.05329540015607348
LIST_000305,Market_A,SELLER_1028,drugs,388.611406881699,4,291,4.822794853323443,2024-08-17,1,0.865106697937929
LIST_000306,Market_C,SELLER_4583,weapons,9.909606635213462,19,141,3.774203006183942,2024-02-08,0,0.9298701453601211
LIST_000307,Market_E,SELLER_6108,hacking_tools,1406.8710495210378,62,164,1.5009464101072356,2024-09-29,0,0.793670048223755
LIST_000308,Market_E,SELLER_8521,weapons,1697.7322150292287,24,414,4.720570739534227,2024-04-27,1,0.4262246016936688
LIST_000309,Market_D,SELLER_5820,hacking_tools,181.67274870141833,86,387,3.894731385945538,2024-10-18,1,0.9943768997177854
LIST_000310,Market_D,SELLER_7615,other,150.68407774936748,55,133,1.8222356053907935,2024-08-09,1,0.12443589941091104
LIST_000311,Market_C,SELLER_7458,hacking_tools,55.1336000524486,25,177,3.0178698288809254,2024-04-25,1,0.5366058413535754
LIST_000312,Market_E,SELLER_6407,other,1176.5126734550424,72,84,2.133428020181948,2024-05-10,0,0.17039080407253948
LIST_000313,Market_D,SELLER_3414,forged_documents,441.98913079728186,84,204,0.4834519694598183,2024-09-24,1,0.43934880284622024
LIST_000314,Market_D,SELLER_5426,forged_documents,470.96445327506706,65,37,4.03014703180912,2024-07-19,0,0.9274243066255801
LIST_000315,Market_B,SELLER_9588,hacking_tools,1130.9925820538597,68,334,0.9553906256376082,2024-08-31,1,0.7942611284016664
LIST_000316,Market_B,SELLER_6940,other,1208.363099709819,12,388,2.290191480795225,2024-02-27,1,0.78208194153034
LIST_000317,Market_C,SELLER_9576,forged_documents,881.1246147930533,25,165,3.5131906044428907,2024-10-14,1,0.3538538009818214
LIST_000318,Market_C,SELLER_6697,forged_documents,742.3761794737359,21,23,4.661068444134332,2024-04-26,1,0.9342701774435406
LIST_000319,Market_C,SELLER_4582,other,1048.767003053183,19,17,0.3136304522353134,2024-08-14,1,0.3682609306539929
LIST_000320,Market_C,SELLER_8197,stolen_data,1043.6183493002843,98,348,1.9661677839201879,2024-02-11,1,0.03997343571993761
LIST_000321,Market_E,SELLER_7551,stolen_data,229.94337397056026,70,159,3.0732386244317764,2024-04-27,1,0.6378012624609642
LIST_000322,Market_A,SELLER_6085,other,1813.2570208397676,52,326,3.8965465272597264,2024-08-24,1,0.3626476165258933
LIST_000323,Market_C,SELLER_6162,hacking_tools,617.4432279060155,54,221,4.604655880502506,2024-04-10,1,0.1537248882355161
LIST_000324,Market_B,SELLER_6638,forged_documents,231.18397490301808,35,101,0.002486575265615576,2024-11-17,1,0.9346580620540915
LIST_000325,Market_A,SELLER_4115,stolen_data,291.7425305878111,3,345,3.1388169134938875,2024-08-29,0,0.6372395340342434
LIST_000326,Market_A,SELLER_6657,weapons,580.9854463412297,33,327,0.03468462597331634,2024-11-13,0,0.9405296895102307
LIST_000327,Market_E,SELLER_2386,hacking_tools,224.0028123731066,73,88,3.9362764377039836,2024-05-24,1,0.5829786822940819
LIST_000328,Market_D,SELLER_6240,hacking_tools,875.9551845256774,7,157,0.7483329850718567,2024-01-13,0,0.06386365962577223
LIST_000329,Market_A,SELLER_2598,weapons,80.12171385045968,27,87,4.473103196722629,2024-07-29,1,0.029940513710376093
LIST_000330,Market_E,SELLER_2982,hacking_tools,1190.7832999878485,1,413,0.7756211787301936,2024-05-03,0,0.9005614350022894
LIST_000331,Market_E,SELLER_8478,forged_documents,179.19357005275967,40,132,3.8216449095629,2024-06-12,1,0.038727936878708014
LIST_000332,Market_E,SELLER_1312,stolen_data,82.85777270155506,18,259,1.4465196390697583,2024-09-05,1,0.6151757971827795
LIST_000333,Market_C,SELLER_6236,drugs,976.0496160505658,35,178,2.78626940915127,2024-09-12,1,0.29797580744236496
LIST_000334,Market_D,SELLER_4859,stolen_data,136.86541521551555,81,489,3.042171175523161,2024-01-11,1,0.6876581391029672
LIST_000335,Market_C,SELLER_7037,other,927.016640137991,39,392,1.0338032432356836,2024-10-07,1,0.28472242871714604
LIST_000336,Market_B,SELLER_6297,weapons,175.67628322491686,11,310,1.4934844176302735,2024-06-29,1,0.037222170449489944
LIST_000337,Market_D,SELLER_3164,drugs,1358.023200237533,45,288,0.5375389121859575,2024-07-22,1,0.7308384727989147
LIST_000338,Market_C,SELLER_2699,other,123.63977242057427,75,114,0.026445026885410505,2024-04-18,1,0.3109026302635449
LIST_000339,Market_D,SELLER_2778,other,36.09720497604983,3,348,1.1973401925803158,2024-06-02,1,0.5507989272598827
LIST_000340,Market_B,SELLER_5269,forged_documents,1378.6031274218471,77,286,2.5800117791951855,2024-09-16,0,0.7738658199351997
LIST_000341,Market_C,SELLER_1748,forged_documents,90.53661348716317,52,363,3.5679862971249072,2024-10-10,1,0.7028233018300055
LIST_000342,Market_D,SELLER_7298,stolen_data,1442.3866050268207,60,82,3.967798125459659,2024-05-21,0,0.3485711052046474
LIST_000343,Market_B,SELLER_6778,hacking_tools,868.5712998573522,92,236,0.3488298036832105,2024-09-09,1,0.7478266592262973
LIST_000344,Market_E,SELLER_2807,other,42.73830842289265,58,437,1.3620644327444569,2024-04-04,1,0.9256810070250857
LIST_000345,Market_D,SELLER_7453,hacking_tools,294.5153983051994,54,238,3.851119893708322,2024-10-30,1,0.6099745925160445
LIST_000346,Market_B,SELLER_4796,weapons,38.11646852708714,34,444,2.4043443745895448,2024-08-10,0,0.7035060606445435
LIST_000347,Market_E,SELLER_9178,hacking_tools,200.0795285228998,28,65,0.9109349366327585,2024-10-09,1,0.8659081396803764
LIST_000348,Market_B,SELLER_8904,forged_documents,216.54901097233542,61,147,1.9610700394824558,2024-06-23,1,0.8436406162792783
LIST_000349,Market_A,SELLER_4422,drugs,457.68723879114236,66,203,1.3501709544997798,2024-03-24,0,0.35160132748578254
LIST_000350,Market_B,SELLER_3209,other,1862.67977423477,66,113,0.25326752627110427,2024-06-05,1,0.9917005967763931
LIST_000351,Market_C,SELLER_3738,stolen_data,93.02230344053554,37,340,3.818135727990342,2024-05-19,1,0.028566000047050677
LIST_000352,Market_C,SELLER_9483,stolen_data,199.60557602291823,16,188,1.4584683046007934,2024-05-01,1,0.986707571768763
LIST_000353,Market_C,SELLER_3740,stolen_data,442.2779434156735,72,478,4.7256566396652975,2024-03-18,1,0.24599713338660822
LIST_000354,Market_C,SELLER_7745,hacking_tools,94.02145950049369,75,291,4.440625202230093,2024-10-04,0,0.44043705045524784
LIST_000355,Market_A,SELLER_3435,drugs,620.162233154494,45,83,3.5813874011685396,2024-02-01,1,0.8836887378247141
LIST_000356,Market_A,SELLER_3827,hacking_tools,258.47191417267464,15,363,1.6331719361315444,2024-11-19,1,0.24432883852741838
LIST_000357,Market_A,SELLER_9372,hacking_tools,1493.6072825767212,4,275,1.399617763405251,2024-03-04,1,0.2247816350900591
LIST_000358,Market_E,SELLER_6180,other,496.9517687225231,23,428,2.3763574007920067,2024-12-23,1,0.6431087621880824
LIST_000359,Market_D,SELLER_3743,forged_documents,225.55616831706834,72,99,1.7730125016382043,2024-12-26,1,0.7054505255952768
LIST_000360,Market_C,SELLER_6896,other,635.5428667717412,80,301,4.505791620127299,2024-05-25,1,0.007470684201027256
LIST_000361,Market_D,SELLER_2135,forged_documents,912.4138571723167,16,372,0.6174756964061728,2024-12-26,1,0.45044423597578676
LIST_000362,Market_C,SELLER_2710,other,805.9198071800805,88,273,3.6223378780752125,2024-11-13,0,0.48910897788062013
LIST_000363,Market_C,SELLER_3344,other,152.4238777791517,53,197,3.054483971629289,2024-01-31,1,0.27183519972195413
LIST_000364,Market_C,SELLER_5786,hacking_tools,269.7697687742686,10,352,4.031505956681839,2024-12-11,1,0.5461097146289048
LIST_000365,Market_A,SELLER_8284,other,300.90212177937053,34,457,2.7124366337510333,2024-01-16,1,0.1545776056721565
LIST_000366,Market_E,SELLER_4974,weapons,245.82482528724302,18,401,3.1477033880773844,2024-03-07,1,0.32360580185739884
LIST_000367,Market_C,SELLER_8194,weapons,186.15801730706343,53,498,4.813703159832378,2024-08-01,0,0.7132392335545484
LIST_000368,Market_C,SELLER_4503,weapons,698.6732038678514,16,447,0.4598077634958081,2024-01-30,0,0.873786537869304
LIST_000369,Market_C,SELLER_3358,other,6.149787015563657,62,33,0.5243282940853167,2024-02-29,1,0.5893789617132055
LIST_000370,Market_B,SELLER_8870,hacking_tools,173.74734079484486,52,78,1.9680384236394877,2024-12-14,1,0.07484453934119795
LIST_000371,Market_C,SELLER_8018,drugs,76.35259575871537,57,130,2.363663967004964,2024-12-29,0,0.6787458697650417
LIST_000372,Market_A,SELLER_9581,weapons,68.92424374154695,72,71,0.9993602103133131,2024-10-18,0,0.8975978208896972
LIST_000373,Market_A,SELLER_9095,forged_documents,162.14444478714762,64,242,0.4133389849143443,2024-07-07,1,0.504314042996682
LIST_000374,Market_D,SELLER_8629,stolen_data,718.0640261287256,84,138,0.11088128282079834,2024-11-24,0,0.4936919661030653
LIST_000375,Market_A,SELLER_7149,stolen_data,1743.735100646037,23,173,3.822961252229193,2024-02-10,0,0.9914135794522885
LIST_000376,Market_D,SELLER_7846,hacking_tools,361.4100151896655,40,479,2.425286968319126,2024-12-10,0,0.6362977875460429
LIST_000377,Market_E,SELLER_4058,stolen_data,206.97940199918472,14,495,4.217017149165845,2024-05-08,1,0.8060289016661668
LIST_000378,Market_B,SELLER_5625,hacking_tools,883.5445493530165,80,425,1.8041861751928545,2024-11-10,1,0.6464934852762119
LIST_000379,Market_A,SELLER_1158,stolen_data,34.73046832845853,18,16,3.517230650139875,2024-08-31,1,0.2209156865639108
LIST_000380,Market_C,SELLER_9421,drugs,48.89900397549019,94,46,2.4426026118158024,2024-12-16,1,0.28407818399626583
LIST_000381,Market_E,SELLER_6625,drugs,211.8397294749028,36,29,3.0603499930659517,2024-11-11,1,0.6657057587489417
LIST_000382,Market_C,SELLER_5787,drugs,297.4737709702504,39,426,1.850984205605577,2024-11-20,0,0.45607113007191125
LIST_000383,Market_D,SELLER_2680,drugs,799.3426380970297,41,391,0.40584885223670375,2024-08-18,1,0.4043477902161414
LIST_000384,Market_D,SELLER_7302,weapons,1296.8962817546726,1,39,4.736867911057377,2024-10-31,1,0.022451953381393164
LIST_000385,Market_B,SELLER_2295,forged_documents,378.8711556411405,81,198,4.180449264593071,2024-10-03,0,0.8843690673986963
LIST_000386,Market_E,SELLER_7824,drugs,342.237119314596,92,403,1.5594588657748698,2024-02-28,1,0.8844977898367871
LIST_000387,Market_D,SELLER_4876,other,119.77051601691329,71,331,4.7935146777197195,2024-08-24,0,0.46097112472471646
LIST_000388,Market_C,SELLER_3984,weapons,299.99378642582997,84,340,1.5024436570755801,2024-02-24,1,0.7007392086256818
LIST_000389,Market_A,SELLER_5916,hacking_tools,1286.1758469198223,42,155,2.2149501010843515,2024-11-13,1,0.17781935373531121
LIST_000390,Market_A,SELLER_2823,stolen_data,249.5304965035436,24,283,3.7756783034443857,2024-01-25,1,0.5038110245837941
LIST_000391,Market_E,SELLER_3328,stolen_data,118.29330775699364,65,58,1.5450212416619018,2024-12-26,1,0.4388656418998552
LIST_000392,Market_E,SELLER_9550,weapons,205.71268954695478,18,445,1.6225398931786543,2024-05-26,1,0.6566135708116178
LIST_000393,Market_D,SELLER_8781,other,361.38544346808743,90,335,2.050410793863335,2024-03-03,1,0.469645901144204
LIST_000394,Market_A,SELLER_8973,other,456.37977516980357,14,495,2.3419467980133204,2024-12-07,1,0.4984342826689623
LIST_000395,Market_B,SELLER_6211,stolen_data,283.19548857703586,19,329,0.6180812090671384,2024-01-17,0,0.295712457013357
LIST_000396,Market_B,SELLER_3894,other,710.5178144367496,82,437,0.08745829009696449,2024-06-20,1,0.048423168304580266
LIST_000397,Market_B,SELLER_3695,drugs,439.0802369422428,7,213,4.5957859642752705,2024-10-08,0,0.9170257590173906
LIST_000398,Market_B,SELLER_5096,stolen_data,546.8842205487637,64,262,1.7659431601149655,2024-04-25,0,0.012231623507424128
LIST_000399,Market_D,SELLER_5041,drugs,993.5913685172219,2,323,0.5084430077576868,2024-07-12,1,0.281324428561327
LIST_000400,Market_C,SELLER_6410,drugs,1003.7970365685946,7,23,3.795857010700219,2024-09-12,1,0.4476107821943013
LIST_000401,Market_B,SELLER_2269,stolen_data,113.76929286088328,28,353,1.475303354989454,2024-12-13,1,0.31909235429240257
LIST_000402,Market_D,SELLER_2263,weapons,488.21247620933923,92,296,0.9083203710072352,2024-02-07,1,0.5519178700632704
LIST_000403,Market_B,SELLER_7624,hacking_tools,630.5200718184008,81,238,4.813055164303331,2024-02-27,1,0.4616130151705162
LIST_000404,Market_B,SELLER_7797,weapons,78.82595706931521,30,53,4.602714457270548,2024-07-04,1,0.25547623586357937
LIST_000405,Market_C,SELLER_6636,forged_documents,925.0222705886928,85,269,0.528729289684951,2024-06-01,1,0.08802013090543992
LIST_000406,Market_B,SELLER_1847,forged_documents,99.5120527026627,73,171,4.496426049107773,2024-05-29,1,0.13753527058416948
LIST_000407,Market_D,SELLER_5884,drugs,802.9207518230993,36,304,4.454337630016376,2024-04-18,1,0.4863200692570141
LIST_000408,Market_D,SELLER_3361,drugs,88.04992985088604,22,318,3.171872764592381,2024-07-23,0,0.8459455339857392
LIST_000409,Market_A,SELLER_3186,weapons,676.9688389041402,79,208,2.648690004450907,2024-11-18,1,0.10063889192198017
LIST_000410,Market_E,SELLER_1497,weapons,80.17122568846742,78,44,1.0871925890065421,2024-02-28,0,0.6772063852035107
LIST_000411,Market_B,SELLER_3168,drugs,238.07468653731507,27,327,0.6069213770293447,2024-03-19,1,0.7920911458456091
LIST_000412,Market_B,SELLER_7608,other,77.45989895341964,82,361,3.031845254800156,2024-09-01,1,0.27677227831472817
LIST_000413,Market_D,SELLER_8133,hacking_tools,157.8454044773796,10,249,4.109786283614463,2024-01-21,1,0.6682394928518994
LIST_000414,Market_B,SELLER_8053,hacking_tools,2083.934543727313,22,460,3.443219272712772,2024-09-02,1,0.6866579446829169
LIST_000415,Market_D,SELLER_3411,forged_documents,56.962799110892455,23,6,0.9040021183367797,2024-04-24,1,0.7077927310264263
LIST_000416,Market_A,SELLER_1663,other,260.82940100885446,52,258,1.45009320125855,2024-05-10,0,0.8908090915994874
LIST_000417,Market_B,SELLER_1966,hacking_tools,564.9266341566565,42,87,2.7320879359475967,2024-05-28,0,0.3985260644911053
LIST_000418,Market_A,SELLER_9741,stolen_data,49.68843250395345,41,430,3.1249625877173113,2024-05-07,0,0.2436891376714263
LIST_000419,Market_A,SELLER_5842,drugs,57.72393755711938,48,471,0.361263062536778,2024-11-03,0,0.5438448678872697
LIST_000420,Market_E,SELLER_1892,weapons,77.31207158559697,69,188,3.0702581912233953,2024-12-11,1,0.0625483732354154
LIST_000421,Market_D,SELLER_3433,drugs,517.7995592524675,51,454,3.6815969743181136,2024-07-19,1,0.333920930200452
LIST_000422,Market_A,SELLER_2190,stolen_data,1200.302519335602,89,29,0.9067892430391294,2024-07-31,1,0.8832251267138379
LIST_000423,Market_D,SELLER_2737,hacking_tools,874.3196861143581,1,4,1.2310935752653123,2024-01-26,1,0.532057560244213
LIST_000424,Market_E,SELLER_9845,drugs,2038.8982997878306,88,359,1.2944829508935713,2024-09-17,0,0.43667530423959244
LIST_000425,Market_D,SELLER_7027,stolen_data,431.538379547187,97,468,4.699051262879274,2024-08-01,0,0.26568391070103103
LIST_000426,Market_E,SELLER_1336,other,1628.2538604664508,56,368,2.035080603939947,2024-01-19,1,0.2503756847061748
LIST_000427,Market_B,SELLER_1434,hacking_tools,181.87435579744812,71,199,2.652857281922831,2024-03-13,1,0.23661202136031922
LIST_000428,Market_E,SELLER_2271,forged_documents,273.66233667057764,24,6,3.6215717485851204,2024-03-14,0,0.8292336681198818
LIST_000429,Market_E,SELLER_5582,other,252.12478670150918,15,166,1.857301316934847,2024-03-03,1,0.9850203721928096
LIST_000430,Market_E,SELLER_7843,forged_documents,24.257778085254813,75,385,0.5277777347217749,2024-08-28,1,0.5347984332731123
LIST_000431,Market_C,SELLER_6189,forged_documents,885.1123143063538,44,170,3.271609353593603,2024-12-04,1,0.07983341717281323
LIST_000432,Market_A,SELLER_2767,other,12.514406254454515,81,395,3.336365832868628,2024-10-05,0,0.7510390459351902
LIST_000433,Market_D,SELLER_1804,stolen_data,654.4375478348946,49,27,1.3027390750060701,2024-06-23,1,0.8770544234203201
LIST_000434,Market_D,SELLER_8865,stolen_data,261.33506578827036,87,107,0.176144549253609,2024-05-27,1,0.9312281709895122
LIST_000435,Market_C,SELLER_5778,weapons,3.1336573644246952,49,146,3.3267657712268823,2024-05-21,1,0.6287753460213852
LIST_000436,Market_B,SELLER_4180,weapons,171.20776352136488,68,283,3.5171277622411106,2024-08-07,1,0.5068808332588195
LIST_000437,Market_A,SELLER_3311,forged_documents,212.42160014396805,95,98,0.13032446286382338,2024-05-11,1,0.620527314466413
